https://ec2.us-east-1.amazonaws.com/ping,AWS,N. Virginia,Ashburn,United States,52.46.142.79;
https://ec2.us-east-2.amazonaws.com/ping,AWS,Ohio,Columbus,United States,99.78.176.246;
https://ec2.us-west-1.amazonaws.com/ping,AWS,N. California,San Francisco,United States,176.32.118.30;
null,AWS,N. California,San Francisco,United States,0;
https://ec2.us-west-2.amazonaws.com/ping,AWS,Oregon,Portland,United States,52.94.214.88;
https://ec2.ap-east-1.amazonaws.com/ping,AWS,Hong Kong,Hong Kong,Hong Kong,13.248.32.123;
https://ec2.ap-south-1.amazonaws.com/ping,AWS,Mumbai,Mumbai,India,52.95.88.14;
https://ec2.ap-northeast-3.amazonaws.com/ping,AWS,Osaka,Osaka,Japan,13.248.4.70;
null,AWS,Osaka,Osaka,Japan,0;
https://ec2.ap-northeast-2.amazonaws.com/ping,AWS,Seoul,Seoul,South Korea,52.95.193.80;
https://ec2.ap-southeast-1.amazonaws.com/ping,AWS,Singapore,Singapore,Singapore,15.221.8.221;
https://ec2.ap-southeast-2.amazonaws.com/ping,AWS,Sydney,Sydney,Australia,99.83.82.12;
null,AWS,Sydney,Sydney,Australia,0;
https://ec2.ap-southeast-3.amazonaws.com/ping,AWS,Jakarta,Jakarta,Indonesia,99.78.244.123;
https://ec2.ap-northeast-1.amazonaws.com/ping,AWS,Tokyo,Tokyo,Japan,99.77.58.81;
https://ec2.ca-central-1.amazonaws.com/ping,AWS,Canada Central,Montreal,Canada,52.94.108.110;
https://ec2.eu-south-1.amazonaws.com/ping,AWS,Milan,Milan,Italy,52.119.132.74;
https://ec2.eu-central-1.amazonaws.com/ping,AWS,Frankfurt,Frankfurt,Germany,52.94.141.11;
null,AWS,Frankfurt,Frankfurt,Germany,0;
https://ec2.eu-west-1.amazonaws.com/ping,AWS,Ireland,Dublin,Ireland,52.95.122.167;
https://ec2.eu-west-2.amazonaws.com/ping,AWS,London,London,United Kingdom,52.94.56.52;
https://ec2.eu-west-3.amazonaws.com/ping,AWS,Paris,Paris,France,52.46.72.50;
https://ec2.eu-north-1.amazonaws.com/ping,AWS,Stockholm,Stockholm,Sweden,52.46.192.128;
https://ec2.me-south-1.amazonaws.com/ping,AWS,Bahrain,Manama,Bahrain,99.82.128.102;
https://ec2.af-south-1.amazonaws.com/ping,AWS,Cape Town,Cape Town,South Africa,99.78.128.100;
null,AWS,São Paulo,São Paulo,Brazil,0;
https://ec2.sa-east-1.amazonaws.com/ping,AWS,São Paulo,São Paulo,Brazil,177.72.245.165;
null,AWS,São Paulo,São Paulo,Brazil,0;
https://feitsui-bom.oss-ap-south-1.aliyuncs.com/ping.html,Alibaba,Mumbai,Mumbai,India,149.129.143.68;
https://feitsui-kul.oss-ap-southeast-3.aliyuncs.com/ping.html,Alibaba,Kuala Lumpur,Kuala Lumpur,Malaysia,47.254.218.26;
https://feitsui-silicon-valley.oss-us-west-1.aliyuncs.com/ping.html,Alibaba,Silicon Valley,San Jose,United States,47.254.114.114;
https://feitsui-cgk.oss-ap-southeast-5.aliyuncs.com/ping.html,Alibaba,Jakarta,Jakarta,Indonesia,149.129.200.34;
https://feitsui-sin.oss-ap-southeast-1.aliyuncs.com/ping.html,Alibaba,Singapore,Singapore,Singapore,161.117.155.93;
https://feitsui-mnl.oss-ap-southeast-6.aliyuncs.com/ping.html,Alibaba,Manila,Manila,Philippines,8.212.139.140;
https://feitsui-syd.oss-ap-southeast-2.aliyuncs.com/ping.html,Alibaba,Sydney,Sydney,Australia,47.74.79.155;
https://feitsui-bkk.oss-ap-southeast-7.aliyuncs.com/ping.html,Alibaba,Bangkok,Bangkok,Thailand,8.213.160.102;
https://feitsui-dxb.oss-me-east-1.aliyuncs.com/ping.html,Alibaba,Dubai,Dubai,United Arab Emirates,47.91.99.18;
https://feitsui-icn.oss-ap-northeast-2.aliyuncs.com/ping.html,Alibaba,Seoul,Seoul,South Korea,149.129.12.59;
https://feitsui-fra.oss-eu-central-1.aliyuncs.com/ping.html,Alibaba,Frankfurt,Frankfurt,Germany,47.254.186.91;
https://feitsui-virginia.oss-us-east-1.aliyuncs.com/ping.html,Alibaba,Virginia,Ashburn,United States,47.253.30.167;
https://feitsui-nrt.oss-ap-northeast-1.aliyuncs.com/ping.html,Alibaba,Tokyo,Tokyo,Japan,47.245.49.2;
https://feitsui-lhr.oss-eu-west-1.aliyuncs.com/ping.html,Alibaba,London,London,United Kingdom,8.208.40.164;
https://feitsui-hkg.oss-cn-hongkong.aliyuncs.com/ping.html,Alibaba,"Hong Kong, China",Hong Kong,China,47.75.19.16;
https://wa-us-ping.vultr.com,Vultr,WA,Seattle,United States,108.61.194.105;
https://lax-ca-us-ping.vultr.com,Vultr,CA,Los Angeles,United States,108.61.219.200;
https://sjo-ca-us-ping.vultr.com,Vultr,CA,Silicon Valley,United States,104.156.230.107;
https://fl-us-ping.vultr.com,Vultr,FL,Miami,United States,104.156.244.232;
https://ga-us-ping.vultr.com,Vultr,GA,Atlanta,United States,108.61.193.166;
https://hon-hi-us-ping.vultr.com,Vultr,HI,Honolulu,United States,208.72.154.76;
https://il-us-ping.vultr.com,Vultr,IL,Chicago,United States,107.191.51.12;
https://nj-us-ping.vultr.com,Vultr,NJ,New Jersey,United States,108.61.149.182;
https://tx-us-ping.vultr.com,Vultr,TX,Dallas,United States,108.61.224.175;
https://tor-ca-ping.vultr.com,Vultr,Unknown,Toronto,Canada,149.248.50.81;
https://mex-mx-ping.vultr.com,Vultr,Unknown,Mexico City,Mexico,216.238.66.16;
https://sao-br-ping.vultr.com,Vultr,Unknown,Sao Paulo,Brazil,216.238.98.118;
https://fra-de-ping.vultr.com,Vultr,Unknown,Frankfurt,Germany,108.61.210.117;
https://mad-es-ping.vultr.com,Vultr,Unknown,Madrid,Spain,208.76.222.30;
https://par-fr-ping.vultr.com,Vultr,Unknown,Paris,France,108.61.209.127;
https://lon-gb-ping.vultr.com,Vultr,Unknown,London,UK,108.61.196.101;
https://ams-nl-ping.vultr.com,Vultr,Unknown,Amsterdam,Netherlands,108.61.198.102;
https://waw-pl-ping.vultr.com,Vultr,Unknown,Warsaw,Poland,70.34.242.24;
https://sto-se-ping.vultr.com,Vultr,Unknown,Stockholm,Sweden,70.34.194.86;
https://hnd-jp-ping.vultr.com,Vultr,Unknown,Tokyo,Japan,108.61.201.151;
https://sel-kor-ping.vultr.com,Vultr,Unknown,Seoul,Korea,141.164.34.61;
https://sgp-ping.vultr.com,Vultr,Unknown,Seoul,Korea,45.32.100.168;
https://syd-au-ping.vultr.com,Vultr,Unknown,Sydney,Australia,108.61.212.117;
https://mel-au-ping.vultr.com,Vultr,Unknown,Melbourne,Australia,67.219.110.24;
https://speedtest.newark.linode.com/,Linode,US East,Newark,East,50.116.57.237;
https://speedtest.atlanta.linode.com/,Linode,US Southeast,Atlanta,Southeast,192.155.94.157;
https://speedtest.dallas.linode.com/,Linode,US Central,Dallas,Central,50.116.25.154;
https://speedtest.fremont.linode.com/,Linode,US West,Fremont,West,50.116.14.9;
https://speedtest.toronto1.linode.com/,Linode,CA Central,Toronto,Central,172.105.30.21;
https://speedtest.frankfurt.linode.com/,Linode,Germany,Frankfurt,Unknown,139.162.130.8;
https://speedtest.london.linode.com/,Linode,UK,London,Unknown,176.58.107.39;
https://speedtest.singapore.linode.com/,Linode,AP South,Singapore,South,139.162.23.4;
https://speedtest.syd1.linode.com/,Linode,AP Southeast,Sydney,Southeast,172.105.174.7;
https://speedtest.tokyo2.linode.com/,Linode,AP Northeast,Tokyo,Northeast,139.162.65.37;
https://speedtest.mumbai1.linode.com/,Linode,AP West,Mumbai,West,172.105.33.31;
https://feitsui-hkg-1251417183.cos.ap-hongkong.myqcloud.com/ping.html,Tencent,Unknown,Hong Kong,China,43.132.105.108;
https://feitsui-bkk-1251417183.cos.ap-bangkok.myqcloud.com/ping.html,Tencent,Unknown,Bangkok,Thailand,43.128.193.10;
https://feitsui-cgk-1251417183.cos.ap-jakarta.myqcloud.com/ping.html,Tencent,Unknown,Jakarta,Indonesia,43.129.45.240;
https://feitsui-bom-1251417183.cos.ap-mumbai.myqcloud.com/ping.html,Tencent,Unknown,Mumbai,India,101.32.231.20;
https://feitsui-icn-1251417183.cos.ap-seoul.myqcloud.com/ping.html,Tencent,Unknown,Seoul,Korea,119.28.147.117;
https://feitsui-sin-1251417183.cos.ap-singapore.myqcloud.com/ping.html,Tencent,Unknown,Singapore,Singapore,43.152.64.193;
https://feitsui-nrt-1251417183.cos.ap-tokyo.myqcloud.com/ping.html,Tencent,Unknown,Tokyo,Japan,43.128.240.52;
https://feitsui-iad-1251417183.cos.na-ashburn.myqcloud.com/ping.html,Tencent,VA,Ashburn,United States,49.51.77.119;
https://feitsui-siliconvalley-1251417183.cos.na-siliconvalley.myqcloud.com/ping.html,Tencent,CA,Silicon Valley,United States,170.106.97.195;
https://feitsui-yto-1251417183.cos.na-toronto.myqcloud.com/ping.html,Tencent,Unknown,Toronto,Canada,49.51.54.104;
https://feitsui-gru-1251417183.cos.sa-saopaulo.myqcloud.com/ping.html,Tencent,Unknown,Sao Paulo,Brazil,43.157.144.10;
https://feitsui-fra-1251417183.cos.eu-frankfurt.myqcloud.com/ping.html,Tencent,Unknown,Frankfurt,Germany,162.62.150.176;
https://feitsui-hk.hk.ufileos.com/ping.html,UCloud,hk,Hong Kong,Hong Kong,123.58.223.81;
https://feitsui-tpe.tw-tp.ufileos.com/ping.html,UCloud,tw-tp,Taipei,Taiwan,152.32.231.7;
https://feitsui-los.afr-nigeria.ufileos.com/ping.html,UCloud,afr-nigeria,Lagos,Nigeria,23.248.185.157;
https://feitsui-gru.bra-saopaulo.ufileos.com/ping.html,UCloud,bra-saopaulo,Sao Paulo,Brazil,172.96.124.45;
https://feitsui-fra.ge-fra.ufileos.com/ping.html,UCloud,ge-fra,Frankfurt,Germany,128.14.225.21;
https://feitsui-cgk.idn-jakarta.ufileos.com/ping.html,UCloud,idn-jakarta,Jakarta,Indonesia,152.32.152.148;
https://feitsui-bom.ind-mumbai.ufileos.com/ping.html,UCloud,ind-mumbai,Mumbai,India,45.40.56.163;
https://feitsui-icn.kr-seoul.ufileos.com/ping.html,UCloud,kr-seoul,Seoul,Korea,165.154.85.11;
https://feitsui-sg.sg.ufileos.com/ping.html,UCloud,sg,Singapore,Singapore,104.218.162.88;
https://feitsui-dxb.uae-dubai.ufileos.com/ping.html,UCloud,uae-dubai,Dubai,UAE,23.248.184.33;
https://feitsui-lax.us-ca.ufileos.com/ping.html,UCloud,us-ca,Los Angeles,US,118.193.76.37;
https://feitsui-us-ws.us-ws.ufileos.com/ping.html,UCloud,us-ws,Washington,US,128.14.235.16;
https://feitsui-sgn.vn-sng.ufileos.com/ping.html,UCloud,vn-sng,Singapore,Singapore,152.32.160.34;
https://feitsui-bjs.cn-bj.ufileos.com/ping.html,UCloud,cn-bj,Beijing,China,117.50.123.29;
https://feitsui-can.cn-gd.ufileos.com/ping.html,UCloud,cn-gd,Guangzhou,China,106.75.183.117;
https://feitsui-sha2.cn-sh2.ufileos.com/ping.html,UCloud,cn-sh2,Shanghai 2,China,113.31.160.176;
https://fsn1-speed.hetzner.com/,Hetzner,fsn1,Falkenstein,Germany,78.46.170.2;
https://hel1-speed.hetzner.com/,Hetzner,hel1,Helsinki,Finland,95.217.255.81;
https://ash-speed.hetzner.com/,Hetzner,ash,Virginia,USA,5.161.7.195;
https://hil-speed.hetzner.com/,Hetzner,hil,Orlando,USA,5.78.7.195;
https://objectstorage.eu-frankfurt-1.oraclecloud.com/ping,Oracle,eu-frankfurt-1,Unknown, Unknown,134.70.44.1;
https://objectstorage.ap-singapore-1.oraclecloud.com/ping,Oracle,ap-singapore-1,Unknown, Unknown,134.70.128.1;
https://objectstorage.me-jeddah-1.oraclecloud.com/ping,Oracle,me-jeddah-1,Unknown, Unknown,134.70.100.3;
https://objectstorage.il-jerusalem-1.oraclecloud.com/ping,Oracle,il-jerusalem-1,Unknown, Unknown,134.70.172.1;
https://objectstorage.ap-seoul-1.oraclecloud.com/ping,Oracle,ap-seoul-1,Unknown, Unknown,134.70.96.3;
https://objectstorage.ca-toronto-1.oraclecloud.com/ping,Oracle,ca-toronto-1,Canada, Toronto,134.70.72.3;
https://objectstorage.us-sanjose-1.oraclecloud.com/ping,Oracle,us-sanjose-1,Unknown, Unknown,134.70.124.2;
https://objectstorage.eu-madrid-1.oraclecloud.com/ping,Oracle,eu-madrid-1,Unknown, Unknown,134.70.176.1;
https://objectstorage.ap-sydney-1.oraclecloud.com/ping,Oracle,ap-sydney-1,Australia, Sydney,134.70.92.3;
https://objectstorage.sa-saopaulo-1.oraclecloud.com/ping,Oracle,sa-saopaulo-1,Brazil, Sao Paulo,134.70.84.3;
https://objectstorage.mx-monterrey-1.oraclecloud.com/ping,Oracle,mx-monterrey-1,Unknown, Unknown,134.70.200.1;
https://objectstorage.ap-osaka-1.oraclecloud.com/ping,Oracle,ap-osaka-1,Unknown, Unknown,134.70.112.3;
https://objectstorage.us-ashburn-1.oraclecloud.com/ping,Oracle,us-ashburn-1,Unknown, Unknown,134.70.28.1;
https://objectstorage.sa-santiago-1.oraclecloud.com/ping,Oracle,sa-santiago-1,Unknown, Unknown,134.70.152.1;
https://objectstorage.eu-stockholm-1.oraclecloud.com/ping,Oracle,eu-stockholm-1,Unknown, Unknown,134.70.156.1;
https://objectstorage.eu-amsterdam-1.oraclecloud.com/ping,Oracle,eu-amsterdam-1,Unknown, Unknown,134.70.104.1;
https://objectstorage.me-abudhabi-1.oraclecloud.com/ping,Oracle,me-abudhabi-1,Unknown, Unknown,134.70.144.1;
https://objectstorage.ap-tokyo-1.oraclecloud.com/ping,Oracle,ap-tokyo-1,Unknown, Unknown,134.70.80.3;
https://objectstorage.me-dubai-1.oraclecloud.com/ping,Oracle,me-dubai-1,Unknown, Unknown,134.70.148.1;
https://objectstorage.eu-zurich-1.oraclecloud.com/ping,Oracle,eu-zurich-1,Unknown, Unknown,134.70.88.3;
https://objectstorage.ap-hyderabad-1.oraclecloud.com/ping,Oracle,ap-hyderabad-1,Unknown, Unknown,134.70.120.2;
https://objectstorage.ap-melbourne-1.oraclecloud.com/ping,Oracle,ap-melbourne-1,Australia, Melbourne,134.70.108.3;
https://objectstorage.sa-vinhedo-1.oraclecloud.com/ping,Oracle,sa-vinhedo-1,Brazil, Vinhedo,134.70.140.1;
https://objectstorage.ap-chuncheon-1.oraclecloud.com/ping,Oracle,ap-chuncheon-1,Unknown, Unknown,134.70.132.2;
https://objectstorage.uk-cardiff-1.oraclecloud.com/ping,Oracle,uk-cardiff-1,Unknown, Unknown,134.70.136.1;
https://objectstorage.us-phoenix-1.oraclecloud.com/ping,Oracle,us-phoenix-1,Unknown, Unknown,134.70.8.1;
https://objectstorage.ca-montreal-1.oraclecloud.com/ping,Oracle,ca-montreal-1,Unknown, Unknown,134.70.116.1;
https://objectstorage.af-johannesburg-1.oraclecloud.com/ping,Oracle,af-johannesburg-1,Unknown, Unknown,134.70.160.1;
https://objectstorage.eu-marseille-1.oraclecloud.com/ping,Oracle,eu-marseille-1,Unknown, Unknown,134.70.164.1;
https://objectstorage.eu-milan-1.oraclecloud.com/ping,Oracle,eu-milan-1,Unknown, Unknown,134.70.168.1;
https://objectstorage.uk-london-1.oraclecloud.com/ping,Oracle,uk-london-1,Unknown, Unknown,134.70.64.1;
https://objectstorage.ap-mumbai-1.oraclecloud.com/ping,Oracle,ap-mumbai-1,Unknown, Unknown,134.70.76.3;
https://objectstorage.eu-paris-1.oraclecloud.com/ping,Oracle,eu-paris-1,Unknown, Unknown,134.70.180.1;
https://objectstorage.mx-queretaro-1.oraclecloud.com/ping,Oracle,mx-queretaro-1,Unknown, Unknown,134.70.184.1;
https://objectstorage.us-chicago-1.oraclecloud.com/ping,Oracle,us-chicago-1,Unknown, Unknown,134.70.192.1;
